iter	RMSE
294	1.559786155
295	1.559589721
296	1.559315922
297	1.559156755
298	1.558980043
299	1.558770065
300	1.558506152
301	1.558419284
302	1.558363558
303	1.55810486
304	1.557873646
305	1.557860032
306	1.557848405
307	1.5575332
308	1.55745961
309	1.557447121
310	1.557300076
311	1.557091975
312	1.556805125
313	1.556587896
314	1.556377973
315	1.556107187
316	1.555929779
317	1.555696821
318	1.555520053
319	1.555249563
320	1.555060933
321	1.554772821
322	1.554501874
323	1.554308611
324	1.554137123
325	1.55390493
326	1.553691163
327	1.553644731
328	1.553391536
329	1.553224955
330	1.553067533
331	1.552850592
332	1.552713835
333	1.552526503
334	1.552342552
335	1.55197059
336	1.551719078
337	1.551476552
338	1.551313768
339	1.551074506
340	1.550805464
341	1.550599348
342	1.550541548
343	1.550213214
344	1.550008643
345	1.549799428
346	1.549789455
347	1.549673053
348	1.549478745
349	1.549303316
350	1.549148934
351	1.548970429
352	1.548838062
353	1.548543399
354	1.548373937
355	1.548270618
356	1.548095573
357	1.547874113
358	1.547733752
359	1.547496166
360	1.547344452
361	1.547121174
362	1.546920822
363	1.546749055
364	1.546519861
365	1.546251689
366	1.545986642
367	1.54579316
368	1.545673564
369	1.545449194
370	1.545168012
371	1.545014152
372	1.544648326
373	1.544495096
374	1.544241423
375	1.544232309
376	1.54406739
377	1.543867374
378	1.543772074
379	1.543635541
380	1.543627514
381	1.543443777
382	1.543191391
383	1.542952793
384	1.542732542
385	1.54264238
386	1.542535809
387	1.542366769
388	1.542215309
389	1.542055872
390	1.541727927
391	1.541719821
392	1.541712364
393	1.54155021
394	1.541413017
395	1.541229949
396	1.541090465
397	1.541082686
398	1.540956902
399	1.540774098
400	1.540595793
401	1.540400641
402	1.540177923
403	1.539995807
404	1.539837562
405	1.539638596
406	1.539400345
407	1.539224241
408	1.539066565
409	1.538898122
410	1.538718982
411	1.538609289
412	1.538505628
413	1.538311836
414	1.538164591
415	1.537999694
416	1.537826621
417	1.537819741
418	1.537713929
419	1.537512426
420	1.537226317
421	1.53701461
422	1.536895383
423	1.53671584
424	1.536488634
425	1.536324463
426	1.536142855
427	1.5359822
428	1.535834615
429	1.535646443
430	1.535464824
431	1.535284409
432	1.535143606
433	1.534991687
434	1.534757295
435	1.534634473
436	1.534466481
437	1.534355192
438	1.534132834
439	1.534026086
440	1.533806872
441	1.533554993
442	1.533548185
443	1.533433134
444	1.533282765
445	1.533120196
446	1.533048378
447	1.532867324
448	1.532722192
449	1.532585006
450	1.5324224
451	1.532415891
452	1.532224254
453	1.532102462
454	1.531866849
455	1.531756924
456	1.53166378
457	1.531449147
458	1.531216911
459	1.531087385
460	1.530972252
461	1.530795122
462	1.530665598
463	1.530502451
464	1.530388483
465	1.530383316
466	1.53024676
467	1.530034727
468	1.529915001
469	1.52981393
470	1.529688763
471	1.529579447
472	1.529516595
473	1.52941922
474	1.529312882
475	1.529169664
476	1.529036783
477	1.528828821
478	1.528660566
479	1.528524652
480	1.528330077
481	1.528216373
482	1.528073687
483	1.528067628
484	1.52791665
485	1.527751911
486	1.52753748
487	1.52741866
488	1.527331725
489	1.527228035
490	1.527127924
491	1.52705178
492	1.52683621
493	1.526657942
494	1.526558413
495	1.526342757
496	1.526174035
497	1.526080191
498	1.525889161
499	1.525718106
